0.748,-0.32,-0.31
0.752,-0.325,-0.31
0.756,-0.315,-0.335
0.76,-0.305,-0.31
0.764,-0.32,-0.285
0.768,-0.33,-0.275
0.772,-0.345,-0.26
0.776,-0.31,-0.285
0.78,-0.33,-0.29
0.784,-0.325,-0.275
0.788,-0.335,-0.27
0.792,-0.35,-0.27
0.796,-0.32,-0.275
0.8,-0.335,-0.265
0.804,-0.32,-0.275
0.808,-0.32,-0.275
0.812,-0.345,-0.3
0.816,-0.335,-0.305
0.82,-0.34,-0.3
0.824,-0.355,-0.315
0.828,-0.34,-0.305
0.832,-0.32,-0.315
0.836,-0.34,-0.34
0.84,-0.34,-0.335
0.844,-0.325,-0.31
0.848,-0.32,-0.325
0.852,-0.335,-0.35
0.856,-0.335,-0.375
0.86,-0.34,-0.345
0.864,-0.33,-0.365
0.868,-0.32,-0.34
0.872,-0.325,-0.37
0.876,-0.32,-0.36
0.88,-0.35,-0.35
0.884,-0.325,-0.36
0.888,-0.33,-0.355
0.892,-0.345,-0.37
0.896,-0.345,-0.355
0.9,-0.335,-0.37
0.904,-0.34,-0.36
0.908,-0.34,-0.35
0.912,-0.34,-0.34
0.916,-0.33,-0.32
0.92,-0.32,-0.325
0.924,-0.32,-0.35
0.928,-0.345,-0.34
0.932,-0.325,-0.34
0.936,-0.34,-0.345
0.94,-0.335,-0.33
0.944,-0.295,-0.3
0.948,-0.29,-0.3
0.952,-0.28,-0.275
0.956,-0.285,-0.22
0.96,-0.28,-0.22
0.964,-0.29,-0.215
0.968,-0.275,-0.185
0.972,-0.295,-0.145
0.976,-0.28,-0.105
0.98,-0.255,-0.14
0.984,-0.25,-0.14
0.988,-0.235,-0.11
0.992,-0.235,-0.12
0.996,-0.255,-0.12
1,-0.255,-0.16
1.004,-0.28,-0.175
1.008,-0.285,-0.23
1.012,-0.275,-0.29
1.016,-0.285,-0.325
1.02,-0.29,-0.37
1.024,-0.315,-0.39
1.028,-0.315,-0.395
1.032,-0.315,-0.415
1.036,-0.355,-0.4
1.04,-0.355,-0.39
1.044,-0.37,-0.4
1.048,-0.355,-0.37
1.052,-0.34,-0.39
1.056,-0.365,-0.385
1.06,-0.33,-0.375
1.064,-0.32,-0.36
1.068,-0.335,-0.35
1.072,-0.31,-0.35
1.076,-0.315,-0.345
1.08,-0.33,-0.32
1.084,-0.34,-0.33
1.088,-0.38,-0.33
1.092,-0.385,-0.35
1.096,-0.42,-0.37
1.1,-0.415,-0.365
1.104,-0.415,-0.34
1.108,-0.39,-0.34
1.112,-0.4,-0.345
1.116,-0.395,-0.32
1.12,-0.39,-0.315
1.124,-0.39,-0.335
1.128,-0.38,-0.33
1.132,-0.405,-0.32
1.136,-0.39,-0.3
1.14,-0.41,-0.335
1.144,-0.4,-0.315
1.148,-0.385,-0.32
1.152,-0.4,-0.32
1.156,-0.375,-0.32
1.16,-0.38,-0.295
1.164,-0.38,-0.315
1.168,-0.375,-0.295
1.172,-0.385,-0.33
1.176,-0.4,-0.3
1.18,-0.375,-0.32
1.184,-0.39,-0.315
1.188,-0.41,-0.295
1.192,-0.395,-0.315
1.196,-0.39,-0.32
1.2,-0.385,-0.315
1.204,-0.385,-0.305
1.208,-0.385,-0.33
1.212,-0.39,-0.305
1.216,-0.385,-0.29
1.22,-0.37,-0.315
1.224,-0.4,-0.3
1.228,-0.405,-0.305
1.232,-0.425,-0.27
1.236,-0.45,-0.25
1.24,-0.465,-0.25
1.244,-0.485,-0.22
1.248,-0.53,-0.22
1.252,-0.55,-0.205
1.256,-0.575,-0.2
1.26,-0.66,-0.24
1.264,-0.715,-0.285
1.268,-0.77,-0.33
1.272,-0.785,-0.37
1.276,-0.775,-0.425
1.28,-0.77,-0.515
1.284,-0.83,-0.555
1.288,-0.935,-0.62
1.292,-0.935,-0.69
1.296,-0.95,-0.745
1.3,-1.035,-0.775
1.304,-1.14,-0.875
1.308,-1.155,-0.91
1.312,-1.185,-0.87
1.316,-1.195,-0.82
1.32,-1.23,-0.79
1.324,-1.23,-0.71
1.328,-1.15,-0.405
1.332,-1.055,0.1
1.336,-0.915,0.535
1.34,-0.77,0.835
1.344,-0.72,1.045
1.348,-0.675,1.21
1.352,-0.59,1.32
1.356,-0.475,1.42
1.36,-0.39,1.48
1.364,-0.345,1.545
1.368,-0.3,1.415
1.372,-0.27,1.2
1.376,-0.24,0.915
1.38,-0.255,0.535
1.384,-0.265,0.155
1.388,-0.26,-0.095
1.392,-0.285,-0.225
1.396,-0.31,-0.315
1.4,-0.3,-0.39
1.404,-0.295,-0.41
1.408,-0.3,-0.44
1.412,-0.315,-0.44
1.416,-0.31,-0.455
1.42,-0.295,-0.435
1.424,-0.31,-0.46
1.428,-0.305,-0.47
1.432,-0.295,-0.47
1.436,-0.31,-0.46
1.44,-0.305,-0.47
1.444,-0.3,-0.48
1.448,-0.295,-0.455
1.452,-0.29,-0.48
1.456,-0.285,-0.49
1.46,-0.275,-0.475
1.464,-0.29,-0.475
1.468,-0.285,-0.505
1.472,-0.275,-0.475
1.476,-0.295,-0.51
1.48,-0.28,-0.5
1.484,-0.28,-0.51
1.488,-0.265,-0.52
1.492,-0.265,-0.505
1.496,-0.255,-0.52
1.5,-0.29,-0.51
1.504,-0.265,-0.51
1.508,-0.26,-0.505
1.512,-0.26,-0.505
1.516,-0.26,-0.525
1.52,-0.26,-0.525
1.524,-0.235,-0.53
1.528,-0.24,-0.51
1.532,-0.245,-0.54
1.536,-0.22,-0.545
1.54,-0.205,-0.545
1.544,-0.195,-0.55
1.548,-0.205,-0.56
1.552,-0.19,-0.535
1.556,-0.19,-0.56
1.56,-0.18,-0.57
1.564,-0.16,-0.565
1.568,-0.145,-0.585
1.572,-0.145,-0.565
1.576,-0.135,-0.56
1.58,-0.145,-0.56
1.584,-0.14,-0.55
1.588,-0.115,-0.565
1.592,-0.11,-0.57
1.596,-0.085,-0.585
1.6,-0.11,-0.56
1.604,-0.09,-0.58
1.608,-0.095,-0.59
1.612,-0.09,-0.58
1.616,-0.1,-0.57
1.62,-0.115,-0.56
1.624,-0.115,-0.555
1.628,-0.145,-0.59
1.632,-0.15,-0.58
1.636,-0.145,-0.58
1.64,-0.16,-0.58
1.644,-0.18,-0.55
1.648,-0.16,-0.55
1.652,-0.175,-0.525
1.656,-0.2,-0.505
1.66,-0.215,-0.495
1.664,-0.235,-0.485
1.668,-0.24,-0.445
1.672,-0.235,-0.425
1.676,-0.255,-0.425
1.68,-0.265,-0.395
1.684,-0.29,-0.375
1.688,-0.28,-0.355
1.692,-0.28,-0.345
1.696,-0.305,-0.34
1.7,-0.32,-0.31
1.704,-0.32,-0.32
1.708,-0.32,-0.285
1.712,-0.32,-0.3
1.716,-0.335,-0.3
1.72,-0.34,-0.285
1.724,-0.335,-0.3
1.728,-0.35,-0.26
1.732,-0.35,-0.275
1.736,-0.335,-0.265
1.74,-0.35,-0.255
1.744,-0.355,-0.28
1.748,-0.365,-0.3
1.752,-0.345,-0.28
1.756,-0.34,-0.27
1.76,-0.35,-0.285
1.764,-0.35,-0.29
1.768,-0.34,-0.295
1.772,-0.35,-0.3
1.776,-0.36,-0.315
1.78,-0.345,-0.3
1.784,-0.345,-0.33
1.788,-0.35,-0.345
1.792,-0.34,-0.32
1.796,-0.36,-0.35
1.8,-0.35,-0.345
1.804,-0.35,-0.36
1.808,-0.365,-0.35
1.812,-0.35,-0.355
1.816,-0.365,-0.355
1.82,-0.375,-0.36
1.824,-0.34,-0.365
1.828,-0.35,-0.365
1.832,-0.34,-0.37
1.836,-0.35,-0.37
1.84,-0.335,-0.365
1.844,-0.35,-0.345
1.848,-0.355,-0.345
1.852,-0.35,-0.38
1.856,-0.345,-0.36
1.86,-0.325,-0.34
1.864,-0.325,-0.35
1.868,-0.33,-0.35
1.872,-0.33,-0.34
1.876,-0.345,-0.32
1.88,-0.33,-0.315
1.884,-0.37,-0.32
1.888,-0.36,-0.33
1.892,-0.335,-0.34
1.896,-0.335,-0.33
1.9,-0.315,-0.295
1.904,-0.315,-0.265
1.908,-0.29,-0.26
1.912,-0.255,-0.225
1.916,-0.295,-0.205
1.92,-0.28,-0.23
1.924,-0.28,-0.17
1.928,-0.31,-0.105
1.932,-0.29,-0.105
1.936,-0.28,-0.105
1.94,-0.25,-0.105
1.944,-0.245,-0.065
1.948,-0.25,-0.105
1.952,-0.27,-0.12
1.956,-0.29,-0.115
1.96,-0.275,-0.155
1.964,-0.28,-0.22
1.968,-0.26,-0.265
1.972,-0.305,-0.315
1.976,-0.305,-0.34
1.98,-0.345,-0.39
1.984,-0.365,-0.405
1.988,-0.37,-0.425
1.992,-0.39,-0.425
1.996,-0.38,-0.375
2,-0.365,-0.38
2.004,-0.37,-0.36
2.008,-0.355,-0.39
2.012,-0.35,-0.39
2.016,-0.34,-0.37
2.02,-0.34,-0.375
2.024,-0.34,-0.335
2.028,-0.32,-0.345
2.032,-0.32,-0.32
2.036,-0.33,-0.32
2.04,-0.365,-0.335
2.044,-0.4,-0.315
2.048,-0.42,-0.35
2.052,-0.44,-0.365
2.056,-0.43,-0.34
2.06,-0.425,-0.34
2.064,-0.43,-0.33
2.068,-0.405,-0.325
2.072,-0.395,-0.305
2.076,-0.41,-0.315
2.08,-0.41,-0.305
2.084,-0.415,-0.31
2.088,-0.4,-0.335
2.092,-0.405,-0.325
2.096,-0.4,-0.335
2.1,-0.4,-0.325
2.104,-0.415,-0.3
2.108,-0.41,-0.31
2.112,-0.395,-0.285
2.116,-0.4,-0.29
2.12,-0.385,-0.325
2.124,-0.385,-0.32
2.128,-0.395,-0.305
2.132,-0.41,-0.315
2.136,-0.41,-0.325
2.14,-0.41,-0.3
2.144,-0.405,-0.31
2.148,-0.415,-0.32
2.152,-0.41,-0.32
2.156,-0.41,-0.315
2.16,-0.4,-0.31
2.164,-0.415,-0.31
2.168,-0.38,-0.31
2.172,-0.385,-0.3
2.176,-0.405,-0.305
2.18,-0.42,-0.315
2.184,-0.425,-0.295
2.188,-0.45,-0.3
2.192,-0.47,-0.28
2.196,-0.49,-0.27
2.2,-0.535,-0.225
2.204,-0.55,-0.205
2.208,-0.58,-0.2
2.212,-0.65,-0.21
2.216,-0.69,-0.285
2.22,-0.785,-0.32
2.224,-0.805,-0.365
2.228,-0.815,-0.41
2.232,-0.82,-0.5
2.236,-0.88,-0.58
2.24,-0.945,-0.595
2.244,-0.99,-0.665
2.248,-1,-0.72
2.252,-1.075,-0.75
2.256,-1.175,-0.81
2.26,-1.215,-0.84
2.264,-1.26,-0.845
2.268,-1.295,-0.76
2.272,-1.315,-0.76
2.276,-1.3,-0.735
2.28,-1.225,-0.505
2.284,-1.09,0
2.288,-0.965,0.445
2.292,-0.825,0.775
2.296,-0.735,1.015
2.3,-0.705,1.22
2.304,-0.6,1.33
2.308,-0.52,1.385
2.312,-0.395,1.475
2.316,-0.355,1.545
2.32,-0.305,1.405
2.324,-0.265,1.2
2.328,-0.26,0.875
2.332,-0.29,0.495
2.336,-0.28,0.12
2.34,-0.295,-0.12
2.344,-0.29,-0.25
2.348,-0.31,-0.355
2.352,-0.32,-0.385
2.356,-0.31,-0.395
2.36,-0.32,-0.42
2.364,-0.325,-0.44
2.368,-0.32,-0.445
2.372,-0.325,-0.45
2.376,-0.32,-0.475
2.38,-0.32,-0.48
2.384,-0.34,-0.485
2.388,-0.33,-0.46
2.392,-0.295,-0.495
2.396,-0.315,-0.5
2.4,-0.31,-0.5
2.404,-0.32,-0.495
2.408,-0.315,-0.51
2.412,-0.315,-0.505
2.416,-0.315,-0.495
2.42,-0.295,-0.5
2.424,-0.285,-0.49
2.428,-0.29,-0.5
2.432,-0.29,-0.495
2.436,-0.3,-0.515
2.44,-0.29,-0.525
2.444,-0.28,-0.53
2.448,-0.275,-0.535
2.452,-0.28,-0.52
2.456,-0.285,-0.545
2.46,-0.285,-0.525
2.464,-0.255,-0.525
2.468,-0.245,-0.54
2.472,-0.245,-0.55
2.476,-0.255,-0.525
2.48,-0.235,-0.535
2.484,-0.225,-0.55
2.488,-0.22,-0.555
2.492,-0.205,-0.525
2.496,-0.215,-0.53
2.5,-0.18,-0.525
2.504,-0.16,-0.535
2.508,-0.17,-0.565
2.512,-0.145,-0.55
2.516,-0.135,-0.555
2.52,-0.14,-0.545
2.524,-0.13,-0.575
2.528,-0.13,-0.56
2.532,-0.12,-0.58
2.536,-0.095,-0.575
2.54,-0.09,-0.575
2.544,-0.095,-0.575
2.548,-0.095,-0.595
2.552,-0.1,-0.58
2.556,-0.09,-0.575
2.56,-0.105,-0.58
2.564,-0.1,-0.58
2.568,-0.105,-0.59
2.572,-0.11,-0.59
2.576,-0.11,-0.58
2.58,-0.115,-0.565
2.584,-0.13,-0.59
2.588,-0.15,-0.59
2.592,-0.16,-0.565
2.596,-0.175,-0.555
2.6,-0.18,-0.54
2.604,-0.195,-0.52
2.608,-0.21,-0.495
2.612,-0.22,-0.49
2.616,-0.22,-0.48
2.62,-0.25,-0.45
2.624,-0.275,-0.445
2.628,-0.285,-0.405
2.632,-0.295,-0.395
2.636,-0.305,-0.38
2.64,-0.31,-0.36
2.644,-0.32,-0.325
2.648,-0.315,-0.33
2.652,-0.335,-0.315
2.656,-0.32,-0.32
2.66,-0.335,-0.3
2.664,-0.365,-0.315
2.668,-0.365,-0.31
2.672,-0.355,-0.3
2.676,-0.35,-0.3
2.68,-0.37,-0.29
2.684,-0.35,-0.3
2.688,-0.36,-0.315
2.692,-0.375,-0.29
2.696,-0.365,-0.305
2.7,-0.36,-0.3
2.704,-0.37,-0.28
2.708,-0.385,-0.29
2.712,-0.37,-0.295
2.716,-0.365,-0.305
2.72,-0.39,-0.315
2.724,-0.385,-0.32
2.728,-0.38,-0.34
2.732,-0.38,-0.32
2.736,-0.38,-0.32
2.74,-0.405,-0.335
2.744,-0.36,-0.345
2.748,-0.38,-0.35
2.752,-0.37,-0.355
2.756,-0.375,-0.35
2.76,-0.38,-0.36
2.764,-0.365,-0.365
2.768,-0.36,-0.34
2.772,-0.365,-0.35
2.776,-0.36,-0.365
2.78,-0.37,-0.36
2.784,-0.355,-0.375
2.788,-0.37,-0.36
2.792,-0.365,-0.37
2.796,-0.38,-0.335
2.8,-0.37,-0.345
2.804,-0.35,-0.35
2.808,-0.345,-0.38
2.812,-0.325,-0.35
2.816,-0.34,-0.34
2.82,-0.355,-0.345
2.824,-0.34,-0.36
2.828,-0.37,-0.345
2.832,-0.36,-0.345
2.836,-0.355,-0.33
2.84,-0.34,-0.295
2.844,-0.325,-0.32
2.848,-0.335,-0.28
2.852,-0.285,-0.265
2.856,-0.285,-0.225
2.86,-0.295,-0.21
2.864,-0.29,-0.185
2.868,-0.3,-0.15
2.872,-0.3,-0.1
2.876,-0.275,-0.085
2.88,-0.245,-0.115
2.884,-0.235,-0.075
2.888,-0.22,-0.085
2.892,-0.24,-0.11
2.896,-0.245,-0.145
2.9,-0.255,-0.145
2.904,-0.265,-0.165
2.908,-0.26,-0.22
2.912,-0.275,-0.24
2.916,-0.275,-0.285
2.92,-0.28,-0.35
2.924,-0.305,-0.36
2.928,-0.32,-0.395
2.932,-0.325,-0.41
2.936,-0.335,-0.39
2.94,-0.35,-0.36
2.944,-0.345,-0.365
2.948,-0.34,-0.385
2.952,-0.32,-0.375
2.956,-0.335,-0.35
2.96,-0.32,-0.34
2.964,-0.31,-0.34
2.968,-0.285,-0.335
2.972,-0.305,-0.325
2.976,-0.295,-0.31
2.98,-0.32,-0.3
2.984,-0.34,-0.315
2.988,-0.38,-0.33
2.992,-0.395,-0.33
2.996,-0.41,-0.335
3,-0.4,-0.325
3.004,-0.39,-0.31
3.008,-0.38,-0.32
3.012,-0.38,-0.29
3.016,-0.365,-0.29
3.02,-0.375,-0.3
3.024,-0.38,-0.3
3.028,-0.375,-0.315
3.032,-0.36,-0.31
3.036,-0.37,-0.28
3.04,-0.365,-0.315
3.044,-0.365,-0.3
3.048,-0.37,-0.29
3.052,-0.365,-0.3
3.056,-0.365,-0.295
3.06,-0.36,-0.3
3.064,-0.38,-0.285
3.068,-0.375,-0.29
3.072,-0.37,-0.29
3.076,-0.365,-0.285
3.08,-0.38,-0.295
3.084,-0.355,-0.275
3.088,-0.35,-0.285
3.092,-0.345,-0.3
3.096,-0.36,-0.285
3.1,-0.36,-0.3
3.104,-0.355,-0.295
3.108,-0.35,-0.3
3.112,-0.35,-0.29
3.116,-0.34,-0.295
3.12,-0.36,-0.29
3.124,-0.38,-0.29
3.128,-0.38,-0.295
3.132,-0.4,-0.26
3.136,-0.445,-0.24
3.14,-0.455,-0.22
3.144,-0.475,-0.205
3.148,-0.51,-0.185
3.152,-0.53,-0.19
3.156,-0.58,-0.22
3.16,-0.645,-0.22
3.164,-0.73,-0.28
3.168,-0.74,-0.325
3.172,-0.78,-0.365
3.176,-0.76,-0.46
3.18,-0.78,-0.53
3.184,-0.83,-0.555
3.188,-0.9,-0.6
3.192,-0.89,-0.66
3.196,-0.915,-0.7
3.2,-0.995,-0.77
3.204,-1.06,-0.825
3.208,-1.1,-0.825
3.212,-1.145,-0.76
3.216,-1.17,-0.725
3.22,-1.22,-0.695
3.224,-1.165,-0.515
3.228,-1.05,-0.085
3.232,-0.94,0.38
3.236,-0.755,0.735
3.24,-0.68,1
3.244,-0.63,1.18
3.248,-0.54,1.29
3.252,-0.44,1.38
3.256,-0.345,1.445
3.26,-0.295,1.495
3.264,-0.245,1.375
3.268,-0.21,1.15
3.272,-0.205,0.86
3.276,-0.205,0.525
3.28,-0.205,0.165
3.284,-0.22,-0.08
3.288,-0.21,-0.19
3.292,-0.22,-0.28
3.296,-0.225,-0.36
3.3,-0.245,-0.375
3.304,-0.23,-0.395
3.308,-0.24,-0.405
3.312,-0.235,-0.415
3.316,-0.24,-0.435
3.32,-0.235,-0.445
3.324,-0.265,-0.45
3.328,-0.23,-0.47
3.332,-0.24,-0.46
3.336,-0.235,-0.47
3.34,-0.235,-0.45
3.344,-0.235,-0.465
3.348,-0.24,-0.455
3.352,-0.25,-0.45
3.356,-0.26,-0.46
3.36,-0.225,-0.455
3.364,-0.23,-0.475
3.368,-0.245,-0.48
3.372,-0.24,-0.46
3.376,-0.22,-0.465
3.38,-0.225,-0.475
3.384,-0.215,-0.495
3.388,-0.205,-0.48
3.392,-0.205,-0.495
3.396,-0.215,-0.505
3.4,-0.19,-0.48
3.404,-0.2,-0.495
3.408,-0.215,-0.49
3.412,-0.185,-0.5
3.416,-0.19,-0.52
3.42,-0.195,-0.52
3.424,-0.17,-0.505
3.428,-0.18,-0.525
3.432,-0.195,-0.525
3.436,-0.145,-0.5
3.44,-0.135,-0.51
3.444,-0.135,-0.515
3.448,-0.135,-0.535
3.452,-0.12,-0.535
3.456,-0.12,-0.53
3.46,-0.1,-0.515
3.464,-0.105,-0.545
3.468,-0.08,-0.53
3.472,-0.075,-0.535
3.476,-0.075,-0.53
3.48,-0.07,-0.55
3.484,-0.06,-0.555
3.488,-0.06,-0.555
3.492,-0.05,-0.57
3.496,-0.03,-0.54
3.5,-0.03,-0.565
3.504,-0.035,-0.56
3.508,-0.05,-0.555
3.512,-0.03,-0.535
3.516,-0.05,-0.54
3.52,-0.05,-0.555
3.524,-0.055,-0.54
3.528,-0.06,-0.53
3.532,-0.075,-0.52
3.536,-0.09,-0.53
3.54,-0.09,-0.515
3.544,-0.095,-0.525
3.548,-0.12,-0.5
3.552,-0.13,-0.48
3.556,-0.14,-0.48
3.56,-0.145,-0.46
3.564,-0.16,-0.435
3.568,-0.18,-0.42
3.572,-0.195,-0.41
3.576,-0.195,-0.39
3.58,-0.215,-0.36
3.584,-0.235,-0.36
3.588,-0.245,-0.315
3.592,-0.24,-0.33
3.596,-0.25,-0.315
3.6,-0.255,-0.28
3.604,-0.26,-0.295
3.608,-0.285,-0.28
3.612,-0.27,-0.28
3.616,-0.27,-0.29
3.62,-0.28,-0.285
3.624,-0.275,-0.27
3.628,-0.295,-0.275
3.632,-0.285,-0.31
3.636,-0.295,-0.3
3.64,-0.3,-0.27
3.644,-0.305,-0.285
3.648,-0.3,-0.275
3.652,-0.31,-0.285
3.656,-0.305,-0.26
3.66,-0.3,-0.275
3.664,-0.295,-0.29
3.668,-0.31,-0.28
3.672,-0.305,-0.305
3.676,-0.31,-0.285
3.68,-0.29,-0.29
3.684,-0.3,-0.31
3.688,-0.29,-0.3
3.692,-0.295,-0.31
3.696,-0.295,-0.32
3.7,-0.315,-0.335
3.704,-0.3,-0.33
3.708,-0.31,-0.335
3.712,-0.29,-0.34
3.716,-0.295,-0.36
3.72,-0.295,-0.34
3.724,-0.29,-0.355
3.728,-0.295,-0.36
3.732,-0.31,-0.37
3.736,-0.3,-0.365
3.74,-0.295,-0.35
3.744,-0.305,-0.345
3.748,-0.31,-0.34
3.752,-0.305,-0.35
3.756,-0.29,-0.34
3.76,-0.295,-0.335
3.764,-0.315,-0.335
3.768,-0.29,-0.35
3.772,-0.295,-0.34
3.776,-0.295,-0.34
3.78,-0.32,-0.325
3.784,-0.305,-0.325
3.788,-0.305,-0.32
3.792,-0.29,-0.295
3.796,-0.3,-0.295
3.8,-0.29,-0.315
3.804,-0.275,-0.29
3.808,-0.285,-0.295
3.812,-0.245,-0.235
3.816,-0.25,-0.205
3.82,-0.255,-0.2
3.824,-0.235,-0.175
3.828,-0.255,-0.11
3.832,-0.265,-0.09
3.836,-0.255,-0.095
3.84,-0.215,-0.1
3.844,-0.195,-0.1
3.848,-0.19,-0.08
3.852,-0.205,-0.09
3.856,-0.225,-0.1
3.86,-0.245,-0.14
3.864,-0.225,-0.185
3.868,-0.22,-0.235
3.872,-0.255,-0.27
3.876,-0.23,-0.31
3.88,-0.255,-0.35
3.884,-0.275,-0.375
3.888,-0.295,-0.39
3.892,-0.285,-0.385
3.896,-0.3,-0.375
3.9,-0.31,-0.32
3.904,-0.3,-0.345
3.908,-0.32,-0.325
3.912,-0.31,-0.33
3.916,-0.285,-0.34
3.92,-0.27,-0.345
3.924,-0.26,-0.32
3.928,-0.275,-0.315
3.932,-0.255,-0.3
3.936,-0.26,-0.29
3.94,-0.245,-0.29
3.944,-0.295,-0.305
3.948,-0.35,-0.3
3.952,-0.36,-0.345
3.956,-0.375,-0.31
3.96,-0.36,-0.315
3.964,-0.34,-0.285
3.968,-0.36,-0.28
3.972,-0.355,-0.265
3.976,-0.365,-0.27
3.98,-0.355,-0.275
3.984,-0.36,-0.28
3.988,-0.33,-0.29
3.992,-0.35,-0.28
3.996,-0.345,-0.27
